Step,AliveRuns,AvgCommitters,AvgContributors
253,2995,1.65,2.00
254,2990,1.66,2.00
255,2986,1.67,2.01
256,2981,1.67,2.02
257,2980,1.67,2.02
258,2974,1.68,2.03
259,2971,1.68,2.03
260,2966,1.69,2.04
261,2963,1.69,2.05
262,2961,1.70,2.06
263,2957,1.70,2.06
264,2948,1.71,2.07
265,2945,1.71,2.08
266,2943,1.71,2.08
267,2934,1.72,2.09
268,2930,1.72,2.10
269,2926,1.73,2.11
270,2920,1.73,2.12
271,2915,1.74,2.12
272,2912,1.74,2.13
273,2909,1.75,2.14
274,2908,1.75,2.15
275,2902,1.76,2.15
276,2900,1.76,2.16
277,2898,1.77,2.17
278,2895,1.77,2.17
279,2893,1.77,2.18
280,2890,1.78,2.19
281,2887,1.78,2.20
282,2885,1.79,2.20
283,2885,1.79,2.21
284,2877,1.80,2.21
285,2875,1.80,2.22
286,2871,1.81,2.22
287,2864,1.81,2.23
288,2863,1.81,2.24
289,2859,1.82,2.24
290,2852,1.82,2.25
291,2848,1.83,2.26
292,2843,1.83,2.26
293,2838,1.84,2.27
294,2834,1.84,2.28
295,2831,1.84,2.28
296,2828,1.85,2.29
297,2823,1.86,2.30
298,2819,1.86,2.30
299,2815,1.87,2.30
300,2811,1.87,2.31
301,2808,1.88,2.31
302,2803,1.88,2.32
303,2801,1.89,2.33
304,2798,1.89,2.34
305,2794,1.90,2.34
306,2790,1.90,2.35
307,2785,1.91,2.35
308,2782,1.91,2.36
309,2780,1.92,2.36
310,2778,1.92,2.37
311,2775,1.93,2.37
312,2773,1.93,2.38
313,2770,1.94,2.38
314,2767,1.94,2.39
315,2766,1.95,2.40
316,2763,1.95,2.41
317,2762,1.95,2.41
318,2760,1.96,2.42
319,2753,1.96,2.43
320,2752,1.96,2.44
321,2745,1.97,2.44
322,2741,1.97,2.45
323,2739,1.98,2.45
324,2735,1.99,2.45
325,2731,1.99,2.46
326,2729,2.00,2.46
327,2725,2.00,2.46
328,2721,2.01,2.47
329,2718,2.01,2.47
330,2717,2.02,2.48
331,2715,2.02,2.48
332,2712,2.03,2.49
333,2709,2.03,2.50
334,2704,2.04,2.50
335,2700,2.04,2.51
336,2698,2.05,2.51
337,2693,2.05,2.52
338,2688,2.06,2.53
339,2688,2.06,2.53
340,2683,2.07,2.54
341,2679,2.07,2.55
342,2675,2.08,2.56
343,2672,2.08,2.56
344,2669,2.09,2.57
345,2667,2.10,2.58
346,2662,2.10,2.58
347,2661,2.10,2.59
348,2661,2.11,2.59
349,2660,2.11,2.60
350,2657,2.12,2.61
351,2653,2.12,2.61
352,2652,2.13,2.62
353,2650,2.13,2.63
354,2648,2.14,2.63
355,2646,2.14,2.64
356,2642,2.15,2.65
357,2639,2.15,2.65
358,2635,2.16,2.66
359,2634,2.16,2.66
360,2632,2.17,2.67
361,2630,2.17,2.67
362,2628,2.18,2.68
363,2626,2.18,2.68
364,2626,2.18,2.69
365,2622,2.19,2.69
366,2620,2.19,2.70
367,2618,2.20,2.70
368,2618,2.21,2.71
369,2617,2.21,2.71
370,2615,2.21,2.72
371,2614,2.22,2.73
372,2609,2.23,2.73
373,2607,2.23,2.74
374,2605,2.23,2.75
375,2602,2.24,2.75
376,2601,2.24,2.76
377,2600,2.25,2.77
378,2597,2.25,2.78
379,2592,2.26,2.78
380,2590,2.27,2.78
381,2587,2.27,2.79
382,2586,2.28,2.79
383,2581,2.28,2.80
384,2579,2.29,2.80
385,2577,2.29,2.81
386,2576,2.30,2.82
387,2571,2.30,2.82
388,2570,2.31,2.83
389,2569,2.32,2.83
390,2569,2.32,2.84
391,2568,2.32,2.84
392,2565,2.33,2.85
393,2565,2.33,2.86
394,2563,2.34,2.86
395,2563,2.35,2.86
396,2561,2.35,2.86
397,2560,2.36,2.87
398,2557,2.36,2.87
399,2555,2.37,2.88
400,2551,2.38,2.88
401,2548,2.38,2.89
402,2548,2.39,2.90
403,2548,2.39,2.90
404,2546,2.40,2.91
405,2544,2.40,2.91
406,2543,2.41,2.92
407,2542,2.41,2.92
408,2541,2.41,2.93
409,2541,2.42,2.94
410,2539,2.42,2.94
411,2536,2.43,2.95
412,2536,2.43,2.95
413,2533,2.44,2.95
414,2531,2.44,2.96
415,2530,2.45,2.96
416,2529,2.45,2.97
417,2526,2.46,2.97
418,2526,2.46,2.97
419,2522,2.46,2.98
420,2519,2.47,2.98
421,2516,2.47,2.99
422,2512,2.48,2.99
423,2511,2.48,3.00
424,2509,2.49,3.01
425,2507,2.50,3.01
426,2504,2.50,3.02
427,2502,2.51,3.03
428,2502,2.51,3.03
429,2499,2.52,3.04
430,2499,2.52,3.05
431,2497,2.53,3.05
432,2495,2.53,3.06
433,2495,2.54,3.06
434,2494,2.54,3.07
435,2492,2.54,3.08
436,2488,2.55,3.08
437,2484,2.56,3.09
438,2483,2.56,3.10
439,2481,2.57,3.11
440,2479,2.57,3.11
441,2478,2.57,3.12
442,2475,2.58,3.13
443,2475,2.58,3.13
444,2475,2.59,3.14
445,2472,2.59,3.15
446,2468,2.59,3.16
447,2467,2.60,3.17
448,2465,2.61,3.17
449,2464,2.61,3.17
450,2464,2.62,3.18
451,2463,2.62,3.18
452,2461,2.63,3.19
453,2458,2.63,3.19
454,2455,2.64,3.20
455,2453,2.64,3.21
456,2450,2.65,3.21
457,2450,2.65,3.22
458,2448,2.66,3.22
459,2448,2.66,3.22
460,2447,2.67,3.23
461,2444,2.68,3.23
462,2443,2.68,3.24
463,2442,2.69,3.25
464,2442,2.69,3.25
465,2442,2.70,3.26
466,2440,2.70,3.27
467,2438,2.70,3.28
468,2437,2.71,3.28
469,2436,2.71,3.29
470,2434,2.72,3.29
471,2432,2.73,3.30
472,2431,2.73,3.30
473,2430,2.74,3.30
474,2429,2.74,3.31
475,2429,2.74,3.32
476,2427,2.75,3.33
477,2426,2.75,3.33
478,2424,2.76,3.34
479,2423,2.76,3.35
480,2423,2.77,3.35
481,2422,2.77,3.36
482,2422,2.77,3.36
483,2422,2.78,3.37
484,2419,2.79,3.37
485,2419,2.79,3.38
486,2418,2.80,3.38
487,2416,2.80,3.39
488,2415,2.81,3.40
489,2414,2.81,3.40
490,2413,2.82,3.40
491,2413,2.82,3.41
492,2412,2.83,3.41
493,2410,2.83,3.42
494,2410,2.84,3.42
495,2408,2.84,3.43
496,2405,2.85,3.43
497,2403,2.86,3.43
498,2403,2.86,3.44
499,2402,2.87,3.44
500,2402,2.87,3.45
501,2400,2.88,3.46
502,2399,2.88,3.46
503,2398,2.89,3.47
504,2398,2.89,3.47
505,2396,2.90,3.47
506,2395,2.91,3.48
507,2392,2.91,3.48
508,2392,2.92,3.49
509,2391,2.92,3.49
510,2391,2.93,3.50
511,2390,2.93,3.51
512,2389,2.94,3.51
513,2386,2.94,3.52
514,2385,2.95,3.52
515,2385,2.95,3.53
516,2383,2.96,3.54
517,2383,2.96,3.54
518,2378,2.97,3.54
519,2378,2.97,3.55
520,2377,2.98,3.55
521,2377,2.98,3.55
522,2375,2.98,3.56
523,2375,2.99,3.57
524,2375,2.99,3.58
525,2372,3.00,3.58
526,2372,3.00,3.59
527,2369,3.01,3.60
528,2369,3.01,3.60
529,2368,3.02,3.61
530,2368,3.03,3.61
531,2367,3.03,3.61
532,2366,3.04,3.61
533,2366,3.04,3.62
534,2365,3.04,3.63
535,2364,3.05,3.64
536,2364,3.05,3.64
537,2362,3.06,3.65
538,2362,3.06,3.66
539,2362,3.07,3.66
540,2362,3.07,3.67
541,2361,3.08,3.67
542,2359,3.08,3.68
543,2357,3.08,3.69
544,2356,3.09,3.69
545,2356,3.09,3.70
546,2354,3.10,3.70
547,2352,3.10,3.71
548,2352,3.11,3.72
549,2352,3.11,3.73
550,2350,3.12,3.73
551,2349,3.12,3.74
552,2349,3.12,3.75
553,2348,3.13,3.76
554,2347,3.14,3.76
555,2346,3.14,3.77
556,2345,3.14,3.78
557,2343,3.15,3.79
558,2341,3.16,3.80
559,2341,3.16,3.80
560,2341,3.16,3.80
561,2341,3.17,3.82
562,2340,3.17,3.82
563,2339,3.18,3.82
564,2339,3.19,3.82
565,2339,3.19,3.83
566,2338,3.20,3.83
567,2338,3.20,3.84
568,2336,3.21,3.85
569,2335,3.21,3.85
570,2334,3.22,3.86
571,2333,3.22,3.86
572,2333,3.23,3.87
573,2332,3.23,3.87
574,2332,3.24,3.87
575,2332,3.24,3.87
576,2332,3.25,3.88
577,2332,3.25,3.88
578,2331,3.25,3.89
579,2331,3.26,3.90
580,2330,3.26,3.90
581,2328,3.27,3.90
582,2328,3.27,3.91
583,2328,3.27,3.92
584,2325,3.28,3.92
585,2324,3.28,3.93
586,2323,3.29,3.94
587,2322,3.29,3.94
588,2322,3.30,3.95
589,2320,3.30,3.95
590,2319,3.31,3.96
591,2319,3.31,3.96
592,2319,3.32,3.97
593,2319,3.32,3.97
594,2318,3.32,3.98
595,2318,3.33,3.98
596,2318,3.33,3.99
597,2317,3.34,4.00
598,2315,3.34,4.01
599,2315,3.35,4.02
600,2313,3.36,4.02
601,2313,3.36,4.02
602,2313,3.36,4.03
603,2312,3.37,4.04
604,2312,3.37,4.04
605,2312,3.38,4.05
606,2311,3.38,4.06
607,2311,3.38,4.07
608,2308,3.39,4.07
609,2307,3.40,4.07
610,2307,3.40,4.08
611,2306,3.41,4.08
612,2306,3.41,4.08
613,2305,3.42,4.09
614,2305,3.42,4.09
615,2305,3.43,4.10
616,2304,3.43,4.11
617,2303,3.44,4.11
618,2302,3.44,4.12
619,2302,3.44,4.12
620,2302,3.45,4.13
621,2301,3.45,4.14
622,2301,3.46,4.15
623,2301,3.46,4.16
624,2301,3.46,4.17
625,2301,3.47,4.18
626,2300,3.47,4.18
627,2299,3.48,4.19
628,2299,3.48,4.20
629,2299,3.49,4.20
630,2299,3.49,4.20
631,2299,3.50,4.21
632,2298,3.50,4.22
633,2298,3.51,4.22
634,2297,3.51,4.22
635,2297,3.52,4.23
636,2296,3.52,4.23
637,2296,3.53,4.25
638,2295,3.53,4.25
639,2294,3.54,4.25
640,2294,3.54,4.26
641,2294,3.54,4.27
642,2293,3.55,4.27
643,2293,3.55,4.27
644,2293,3.56,4.28
645,2293,3.56,4.28
646,2292,3.57,4.28
647,2291,3.58,4.29
648,2291,3.58,4.29
649,2290,3.59,4.29
650,2290,3.59,4.30
651,2290,3.59,4.31
652,2290,3.60,4.31
653,2289,3.60,4.32
654,2289,3.61,4.33
655,2289,3.61,4.34
656,2289,3.62,4.34
657,2289,3.62,4.35
658,2289,3.62,4.35
659,2289,3.63,4.36
660,2288,3.64,4.36
661,2287,3.64,4.36
662,2285,3.65,4.37
663,2285,3.65,4.37
664,2285,3.66,4.38
665,2285,3.66,4.38
666,2285,3.67,4.39
667,2285,3.67,4.39
668,2284,3.68,4.40
669,2282,3.68,4.40
670,2281,3.69,4.41
671,2281,3.69,4.42
672,2279,3.70,4.42
673,2279,3.70,4.43
674,2278,3.71,4.43
675,2278,3.71,4.44
676,2278,3.72,4.44
677,2278,3.72,4.45
678,2278,3.73,4.46
679,2278,3.73,4.46
680,2278,3.73,4.47
681,2277,3.74,4.48
682,2277,3.74,4.48
683,2276,3.75,4.49
684,2276,3.75,4.50
685,2276,3.75,4.50
686,2276,3.76,4.51
687,2275,3.76,4.52
688,2275,3.77,4.52
689,2275,3.77,4.54
690,2275,3.77,4.54
691,2275,3.78,4.55
692,2275,3.78,4.55
693,2275,3.79,4.56
694,2275,3.79,4.57
695,2274,3.80,4.57
696,2274,3.80,4.58
697,2274,3.80,4.58
698,2273,3.81,4.59
699,2273,3.82,4.59
700,2273,3.82,4.60
701,2273,3.83,4.60
702,2273,3.83,4.61
703,2273,3.84,4.62
704,2273,3.84,4.63
705,2273,3.84,4.63
706,2273,3.85,4.63
707,2272,3.85,4.64
708,2271,3.86,4.64
709,2271,3.86,4.65
710,2270,3.87,4.66
711,2269,3.88,4.67
712,2268,3.88,4.67
713,2268,3.88,4.67
714,2268,3.88,4.68
715,2268,3.89,4.68
716,2268,3.89,4.69
717,2268,3.90,4.69
718,2268,3.90,4.69
719,2267,3.91,4.70
720,2267,3.91,4.71
721,2267,3.92,4.71
722,2266,3.93,4.71
723,2266,3.93,4.72
724,2266,3.93,4.73
725,2266,3.94,4.73
726,2266,3.94,4.74
727,2266,3.95,4.75
728,2266,3.95,4.75
729,2266,3.96,4.76
730,2266,3.96,4.76
731,2265,3.97,4.77
732,2265,3.97,4.77
733,2265,3.98,4.77
734,2265,3.98,4.78
735,2265,3.98,4.78
736,2265,3.99,4.79
737,2264,4.00,4.79
738,2264,4.00,4.80
739,2264,4.00,4.80
740,2264,4.01,4.81
741,2264,4.01,4.82
742,2264,4.02,4.83
743,2264,4.02,4.83
744,2264,4.02,4.84
745,2264,4.03,4.84
746,2264,4.03,4.85
747,2263,4.04,4.85
748,2263,4.05,4.86
749,2262,4.05,4.87
750,2262,4.06,4.87
751,2262,4.07,4.88
752,2262,4.07,4.88
753,2262,4.08,4.89
754,2262,4.08,4.89
755,2262,4.08,4.90
756,2262,4.09,4.91
757,2262,4.09,4.92
758,2261,4.10,4.92
759,2261,4.10,4.93
760,2261,4.10,4.93
761,2261,4.11,4.94
762,2261,4.12,4.94
763,2260,4.13,4.94
764,2260,4.13,4.94
765,2260,4.14,4.95
766,2259,4.14,4.96
767,2258,4.15,4.96
768,2258,4.15,4.96
769,2258,4.15,4.97
770,2258,4.16,4.98
771,2256,4.16,4.98
772,2255,4.17,4.99
773,2255,4.18,4.99
774,2254,4.18,5.00
775,2254,4.18,5.01
776,2254,4.19,5.01
777,2254,4.19,5.02
778,2254,4.19,5.03
779,2254,4.19,5.04
780,2254,4.20,5.04
781,2254,4.20,5.05
782,2254,4.20,5.06
783,2254,4.21,5.06
784,2254,4.21,5.07
785,2254,4.22,5.07
786,2253,4.22,5.08
787,2253,4.22,5.08
788,2253,4.23,5.09
789,2253,4.24,5.09
790,2253,4.24,5.10
791,2252,4.25,5.11
792,2252,4.25,5.11
793,2251,4.26,5.11
794,2251,4.26,5.12
795,2251,4.27,5.12
796,2251,4.27,5.14
797,2251,4.27,5.14
798,2251,4.27,5.15
799,2251,4.28,5.16
800,2251,4.28,5.17
801,2251,4.29,5.17
802,2251,4.29,5.17
803,2250,4.30,5.17
804,2250,4.30,5.18
805,2250,4.31,5.19
806,2250,4.31,5.20
807,2250,4.32,5.20
808,2250,4.32,5.20
809,2250,4.33,5.21
810,2250,4.33,5.21
811,2250,4.34,5.21
812,2250,4.35,5.22
813,2249,4.35,5.22
814,2249,4.36,5.23
815,2249,4.36,5.23
816,2249,4.37,5.23
817,2249,4.37,5.24
818,2248,4.38,5.24
819,2248,4.39,5.24
820,2248,4.39,5.25
821,2247,4.40,5.25
822,2247,4.40,5.25
823,2246,4.41,5.26
824,2246,4.41,5.27
825,2246,4.42,5.28
826,2246,4.42,5.28
827,2246,4.42,5.29
828,2245,4.43,5.30
829,2245,4.43,5.30
830,2245,4.44,5.31
831,2245,4.44,5.31
832,2245,4.45,5.32
833,2245,4.46,5.32
834,2245,4.46,5.32
835,2245,4.46,5.33
836,2245,4.47,5.34
837,2245,4.47,5.34
838,2245,4.48,5.35
839,2245,4.48,5.36
840,2244,4.48,5.36
841,2244,4.49,5.37
842,2244,4.49,5.38
843,2244,4.49,5.38
844,2244,4.50,5.39
845,2244,4.50,5.40
846,2244,4.51,5.41
847,2244,4.51,5.41
848,2244,4.51,5.42
849,2244,4.52,5.43
850,2244,4.52,5.43
851,2244,4.53,5.43
852,2243,4.53,5.44
853,2243,4.54,5.44
854,2243,4.54,5.45
855,2243,4.54,5.46
856,2243,4.55,5.47
857,2243,4.55,5.47
858,2243,4.56,5.48
859,2242,4.56,5.48
860,2242,4.57,5.49
861,2241,4.57,5.50
862,2240,4.58,5.50
863,2240,4.59,5.51
864,2240,4.59,5.52
865,2240,4.59,5.52
866,2240,4.60,5.53
867,2240,4.60,5.53
868,2240,4.61,5.54
869,2240,4.61,5.54
870,2240,4.62,5.55
871,2240,4.62,5.55
872,2240,4.63,5.56
873,2240,4.63,5.57
874,2240,4.64,5.57
875,2239,4.64,5.58
876,2239,4.64,5.59
877,2239,4.65,5.59
878,2239,4.65,5.60
879,2238,4.66,5.60
880,2238,4.66,5.61
881,2238,4.67,5.61
882,2238,4.67,5.62
883,2238,4.68,5.62
884,2238,4.68,5.63
885,2238,4.69,5.63
886,2238,4.69,5.64
887,2238,4.69,5.64
888,2238,4.70,5.65
889,2238,4.70,5.65
890,2238,4.70,5.66
891,2238,4.71,5.67
892,2238,4.71,5.67
893,2238,4.72,5.67
894,2238,4.72,5.68
895,2238,4.73,5.69
896,2238,4.73,5.69
897,2238,4.73,5.71
898,2237,4.74,5.71
899,2237,4.74,5.72
900,2237,4.75,5.73
901,2237,4.75,5.73
902,2237,4.75,5.74
903,2237,4.76,5.74
904,2236,4.76,5.75
905,2236,4.77,5.75
906,2236,4.77,5.76
907,2236,4.78,5.76
908,2236,4.78,5.77
909,2236,4.79,5.78
910,2236,4.79,5.79
911,2236,4.79,5.79
912,2236,4.80,5.79
913,2236,4.80,5.80
914,2236,4.81,5.81
915,2236,4.81,5.82
916,2236,4.82,5.82
917,2235,4.82,5.83
918,2235,4.82,5.83
919,2235,4.83,5.84
920,2235,4.83,5.85
921,2235,4.84,5.85
922,2235,4.84,5.86
923,2235,4.85,5.86
924,2235,4.85,5.87
925,2235,4.85,5.87
926,2235,4.86,5.88
927,2234,4.87,5.88
928,2234,4.87,5.89
929,2234,4.87,5.90
930,2234,4.88,5.90
931,2233,4.88,5.91
932,2233,4.89,5.91
933,2233,4.89,5.92
934,2233,4.90,5.93
935,2233,4.90,5.94
936,2233,4.90,5.95
937,2233,4.91,5.95
938,2233,4.91,5.96
939,2233,4.92,5.96
940,2233,4.92,5.97
941,2233,4.92,5.97
942,2233,4.93,5.98
943,2233,4.93,5.98
944,2233,4.94,5.99
945,2232,4.94,6.00
946,2232,4.95,6.00
947,2232,4.95,6.00
948,2232,4.96,6.01
949,2232,4.96,6.02
950,2232,4.96,6.03
951,2232,4.97,6.03
952,2232,4.97,6.04
953,2232,4.98,6.04
954,2232,4.98,6.05
955,2232,4.99,6.05
956,2232,4.99,6.06
957,2232,5.00,6.06
958,2232,5.01,6.06
959,2232,5.01,6.07
960,2232,5.02,6.07
961,2232,5.02,6.07
962,2232,5.02,6.08
963,2232,5.03,6.09
964,2232,5.03,6.10
965,2232,5.04,6.10
966,2232,5.04,6.11
967,2232,5.05,6.11
968,2232,5.05,6.12
969,2232,5.05,6.13
970,2232,5.06,6.13
971,2232,5.06,6.13
972,2232,5.07,6.13
973,2232,5.07,6.14
974,2232,5.08,6.15
975,2232,5.08,6.15
976,2232,5.09,6.16
977,2232,5.09,6.16
978,2231,5.10,6.17
979,2231,5.10,6.18
980,2230,5.11,6.18
981,2230,5.12,6.19
982,2230,5.12,6.20
983,2230,5.12,6.20
984,2230,5.12,6.21
985,2229,5.13,6.21
986,2229,5.13,6.22
987,2229,5.14,6.22
988,2229,5.14,6.22
989,2229,5.14,6.23
990,2229,5.15,6.24
991,2229,5.16,6.24
992,2229,5.16,6.25
993,2229,5.16,6.25
994,2229,5.17,6.25
995,2229,5.18,6.26
996,2229,5.18,6.27
997,2229,5.18,6.27
998,2229,5.19,6.28
999,2229,5.19,6.29
1000,2229,5.19,6.30
1001,2229,5.20,6.30
1002,2229,5.21,6.31
1003,2229,5.21,6.31
1004,2228,5.22,6.32
1005,2228,5.22,6.32
1006,2228,5.22,6.34
1007,2228,5.23,6.34
1008,2228,5.23,6.34
1009,2228,5.24,6.35
1010,2228,5.24,6.35
1011,2228,5.24,6.35
1012,2228,5.25,6.36
1013,2227,5.25,6.37
1014,2227,5.26,6.38
1015,2227,5.26,6.39
1016,2227,5.27,6.40
1017,2227,5.27,6.40
1018,2227,5.27,6.41
1019,2227,5.28,6.42
1020,2227,5.28,6.43
1021,2227,5.28,6.44
1022,2227,5.29,6.44
1023,2227,5.30,6.44
1024,2227,5.30,6.45
1025,2227,5.31,6.45
1026,2227,5.31,6.46
1027,2227,5.31,6.47
1028,2227,5.32,6.47
1029,2227,5.32,6.48
1030,2227,5.33,6.49
1031,2227,5.33,6.49
1032,2227,5.34,6.49
1033,2227,5.34,6.50
1034,2227,5.34,6.50
1035,2226,5.35,6.51
1036,2225,5.36,6.52
1037,2224,5.37,6.52
1038,2224,5.37,6.52
1039,2224,5.38,6.53
1040,2224,5.38,6.53
1041,2224,5.39,6.53
1042,2224,5.39,6.54
1043,2224,5.40,6.55
1044,2223,5.40,6.55
1045,2223,5.40,6.56
1046,2223,5.41,6.57
1047,2223,5.41,6.58
1048,2223,5.42,6.58
1049,2223,5.42,6.58
1050,2223,5.43,6.59
1051,2223,5.43,6.59
1052,2223,5.44,6.60
1053,2223,5.44,6.60
1054,2223,5.44,6.61
1055,2223,5.45,6.62
1056,2223,5.45,6.63
1057,2223,5.45,6.64
1058,2223,5.46,6.65
1059,2222,5.46,6.65
1060,2222,5.47,6.66
1061,2222,5.47,6.66
1062,2222,5.48,6.67
1063,2222,5.48,6.68
1064,2222,5.48,6.69
1065,2222,5.49,6.70
1066,2222,5.49,6.70
1067,2222,5.49,6.70
