Step,AliveRuns,AvgCommitters,AvgContributors
534,7882,5.01,3.39
535,7881,5.01,3.39
536,7880,5.01,3.40
537,7879,5.02,3.40
538,7877,5.02,3.41
539,7877,5.03,3.42
540,7877,5.03,3.43
541,7877,5.03,3.43
542,7877,5.04,3.44
543,7875,5.04,3.44
544,7875,5.05,3.44
545,7875,5.05,3.45
546,7875,5.06,3.45
547,7875,5.06,3.46
548,7874,5.07,3.46
549,7873,5.07,3.47
550,7873,5.08,3.47
551,7873,5.08,3.48
552,7873,5.09,3.49
553,7872,5.09,3.49
554,7872,5.10,3.50
555,7872,5.10,3.50
556,7872,5.10,3.51
557,7871,5.11,3.51
558,7871,5.11,3.52
559,7871,5.12,3.52
560,7871,5.12,3.53
561,7870,5.13,3.54
562,7870,5.13,3.54
563,7870,5.13,3.55
564,7870,5.14,3.55
565,7870,5.14,3.56
566,7870,5.15,3.57
567,7870,5.15,3.57
568,7870,5.16,3.58
569,7870,5.16,3.59
570,7870,5.16,3.59
571,7869,5.17,3.60
572,7869,5.17,3.61
573,7869,5.17,3.61
574,7869,5.18,3.62
575,7869,5.18,3.62
576,7869,5.19,3.63
577,7869,5.19,3.63
578,7869,5.20,3.64
579,7868,5.20,3.65
580,7868,5.21,3.65
581,7868,5.21,3.66
582,7868,5.21,3.66
583,7868,5.22,3.67
584,7868,5.22,3.67
585,7868,5.23,3.68
586,7868,5.23,3.69
587,7867,5.24,3.69
588,7867,5.24,3.70
589,7867,5.25,3.70
590,7867,5.25,3.71
591,7866,5.25,3.72
592,7866,5.26,3.72
593,7866,5.26,3.73
594,7865,5.27,3.73
595,7865,5.27,3.74
596,7865,5.28,3.74
597,7865,5.28,3.75
598,7865,5.28,3.75
599,7864,5.29,3.76
600,7864,5.29,3.76
601,7864,5.30,3.77
602,7864,5.30,3.78
603,7864,5.31,3.78
604,7863,5.31,3.79
605,7863,5.32,3.79
606,7863,5.32,3.80
607,7863,5.32,3.81
608,7863,5.33,3.81
609,7863,5.33,3.82
610,7861,5.34,3.82
611,7860,5.34,3.83
612,7859,5.35,3.83
613,7859,5.35,3.84
614,7859,5.36,3.84
615,7859,5.36,3.85
616,7858,5.36,3.86
617,7857,5.37,3.86
618,7856,5.37,3.87
619,7856,5.38,3.88
620,7855,5.38,3.88
621,7854,5.39,3.89
622,7854,5.39,3.89
623,7854,5.39,3.90
624,7853,5.40,3.91
625,7853,5.40,3.91
626,7853,5.40,3.92
627,7853,5.41,3.92
628,7851,5.41,3.93
629,7851,5.42,3.93
630,7851,5.42,3.94
631,7850,5.43,3.94
632,7850,5.43,3.95
633,7850,5.44,3.95
634,7850,5.44,3.96
635,7850,5.45,3.96
636,7850,5.45,3.97
637,7849,5.46,3.98
638,7849,5.46,3.98
639,7849,5.46,3.99
640,7849,5.47,3.99
641,7849,5.47,4.00
642,7849,5.48,4.01
643,7848,5.48,4.02
644,7847,5.48,4.02
645,7846,5.49,4.03
646,7846,5.49,4.03
647,7846,5.50,4.04
648,7846,5.50,4.04
649,7846,5.51,4.04
650,7845,5.51,4.05
651,7845,5.52,4.05
652,7845,5.52,4.06
653,7843,5.53,4.06
654,7843,5.53,4.07
655,7843,5.54,4.07
656,7843,5.54,4.08
657,7843,5.55,4.09
658,7843,5.55,4.09
659,7842,5.56,4.10
660,7842,5.56,4.11
661,7842,5.56,4.12
662,7841,5.57,4.12
663,7841,5.57,4.13
664,7840,5.58,4.13
665,7840,5.58,4.13
666,7840,5.59,4.14
667,7839,5.59,4.15
668,7839,5.60,4.15
669,7839,5.60,4.16
670,7839,5.61,4.16
671,7839,5.61,4.17
672,7839,5.61,4.18
673,7839,5.62,4.18
674,7839,5.62,4.19
675,7839,5.63,4.19
676,7838,5.63,4.20
677,7838,5.64,4.21
678,7838,5.64,4.21
679,7838,5.65,4.22
680,7837,5.65,4.22
681,7836,5.66,4.23
682,7836,5.66,4.23
683,7836,5.67,4.24
684,7836,5.67,4.25
685,7835,5.68,4.25
686,7835,5.68,4.26
687,7834,5.69,4.26
688,7834,5.69,4.27
689,7834,5.69,4.27
690,7834,5.70,4.28
691,7834,5.70,4.29
692,7834,5.71,4.29
693,7834,5.71,4.30
694,7834,5.72,4.30
695,7834,5.72,4.31
696,7834,5.72,4.31
697,7834,5.73,4.32
698,7833,5.73,4.33
699,7833,5.74,4.33
700,7833,5.74,4.34
701,7833,5.74,4.34
702,7833,5.75,4.35
703,7833,5.75,4.36
704,7833,5.76,4.36
705,7833,5.77,4.37
706,7832,5.77,4.37
707,7832,5.77,4.38
708,7832,5.78,4.38
709,7832,5.78,4.39
710,7832,5.79,4.39
711,7832,5.79,4.40
712,7832,5.80,4.40
713,7832,5.80,4.41
714,7830,5.81,4.41
715,7830,5.81,4.42
716,7830,5.82,4.43
717,7830,5.82,4.43
718,7830,5.82,4.44
719,7830,5.83,4.44
720,7830,5.83,4.45
721,7829,5.84,4.45
722,7829,5.84,4.46
723,7829,5.84,4.46
724,7829,5.85,4.47
725,7829,5.85,4.48
726,7828,5.86,4.48
727,7828,5.86,4.49
728,7828,5.87,4.49
729,7828,5.87,4.49
730,7828,5.88,4.50
731,7828,5.88,4.51
732,7828,5.88,4.51
733,7828,5.89,4.52
734,7828,5.89,4.52
735,7828,5.90,4.53
736,7827,5.90,4.53
737,7827,5.91,4.54
738,7826,5.91,4.54
739,7825,5.92,4.55
740,7825,5.92,4.55
741,7825,5.93,4.56
742,7825,5.93,4.56
743,7825,5.93,4.57
744,7825,5.94,4.57
745,7825,5.94,4.58
746,7825,5.95,4.58
747,7825,5.95,4.59
748,7825,5.96,4.59
749,7825,5.96,4.60
750,7825,5.97,4.61
751,7825,5.97,4.61
752,7823,5.98,4.62
753,7823,5.98,4.62
754,7823,5.98,4.63
755,7823,5.99,4.63
756,7823,5.99,4.64
757,7823,6.00,4.65
758,7823,6.00,4.65
759,7823,6.01,4.66
760,7823,6.01,4.67
761,7823,6.02,4.67
762,7823,6.02,4.68
763,7823,6.02,4.69
764,7823,6.03,4.69
765,7823,6.03,4.70
766,7823,6.04,4.70
767,7823,6.04,4.71
768,7823,6.05,4.71
769,7822,6.05,4.72
770,7822,6.06,4.72
771,7822,6.06,4.73
772,7821,6.07,4.73
773,7821,6.07,4.74
774,7821,6.07,4.75
775,7821,6.08,4.75
776,7821,6.08,4.76
777,7821,6.09,4.76
778,7821,6.09,4.77
779,7821,6.10,4.77
780,7821,6.10,4.78
781,7820,6.10,4.79
782,7820,6.11,4.79
783,7820,6.12,4.79
784,7820,6.12,4.80
785,7820,6.12,4.81
786,7820,6.13,4.81
787,7820,6.13,4.82
788,7820,6.14,4.82
789,7820,6.14,4.83
790,7820,6.15,4.84
791,7820,6.15,4.84
792,7820,6.16,4.85
793,7820,6.16,4.85
794,7820,6.17,4.86
795,7820,6.17,4.86
796,7820,6.17,4.87
797,7820,6.18,4.87
798,7820,6.18,4.88
799,7820,6.19,4.89
800,7820,6.19,4.89
801,7820,6.20,4.90
802,7820,6.20,4.90
803,7820,6.21,4.91
804,7820,6.21,4.91
805,7820,6.21,4.92
806,7820,6.22,4.93
807,7820,6.22,4.93
808,7820,6.23,4.94
809,7820,6.23,4.94
810,7820,6.24,4.95
811,7820,6.24,4.96
812,7820,6.24,4.97
813,7820,6.25,4.97
